Latitude,Longitude,Elevation
46.96983000,-2.23003000,2.0
46.96984000,-2.22997000,2.0
46.96984000,-2.22990000,2.0
46.96985000,-2.22984000,2.0
46.96986000,-2.22977000,2.0
46.96987000,-2.22969000,2.0
46.96987000,-2.22962000,2.0
46.96988000,-2.22954000,2.0
46.96989000,-2.22946000,2.0
46.96989000,-2.22938000,2.0
46.96990000,-2.22928000,2.0
46.96991000,-2.22919000,2.0
46.96991000,-2.22910000,2.0
46.96992000,-2.22901000,2.0
46.96992000,-2.22892000,2.0
46.96993000,-2.22882000,2.0
46.96993000,-2.22873000,2.0
46.96994000,-2.22863000,2.0
46.96994000,-2.22854000,3.0
46.96994000,-2.22845000,3.0
46.96995000,-2.22835000,3.0
46.96995000,-2.22826000,3.0
46.96995000,-2.22816000,3.0
46.96996000,-2.22806000,3.0
46.96996000,-2.22796000,3.0
46.96996000,-2.22787000,3.0
46.96997000,-2.22776000,3.0
46.96997000,-2.22766000,3.0
46.96997000,-2.22756000,3.0
46.96997000,-2.22745000,3.0
46.96998000,-2.22734000,3.0
46.96997000,-2.22724000,4.0
46.96997000,-2.22713000,4.0
46.96997000,-2.22703000,4.0
46.96996000,-2.22694000,4.0
46.96996000,-2.22683000,4.0
46.96995000,-2.22673000,4.0
46.96995000,-2.22662000,4.0
46.96994000,-2.22652000,3.0
46.96994000,-2.22641000,3.0
46.96994000,-2.22631000,3.0
46.96993000,-2.22621000,3.0
